CODELIST_SUBMVAL,TERM_SUBMVAL,SPONSOR_NAME,SPONSOR_NAME_SENTENCE_CASE,NCI_PREFERRED_NAME,ORDER,CONCEPT_ID,CATALOGUES,DEFINITION
FINDSCAT,FRIENDS FIND_SUB_CAT,Friends,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Friends"
FINDSCAT,FUNCTIONS OF THE ARMS FIND_SUB_CAT,Functions of the Arms,,,1,,,Functions of the arms subcategory for Hemophilia Activities List. V2.0
FINDSCAT,FUNCTIONS OF THE LEGS FIND_SUB_CAT,Functions of the Legs,,,1,,,Functions of the legs subcategory for Hemophilia Activities List. V2.0
FINDSCAT,FUTURE FIND_SUB_CAT,Future,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Future"
FINDSCAT,GALLBLADDER DISEASE FINDINGS ABNORMAL FIND_SUB_CAT,Gallbladder Disease Abnormal Finding,,,1,,,Gallbladder disease abnormal finding
FINDSCAT,GALLBLADDER DISEASE IMAGING FIND_SUB_CAT,Gallbladder Disease Imaging,,,1,,,Gallbladder disease imaging
FINDSCAT,GALLBLADDER DISEASE LABORATORY TEST FIND_SUB_CAT,Gallbladder Disease Laboratory Test,,,1,,,Gallbladder disease laboratory test
FINDSCAT,GALLBLADDER DISEASE PRIMARY INDICATION FOR IMAGING FIND_SUB_CAT,Gallbladder Primary Indicat for Imaging,,,1,,,Gallbladder disease primary indication for imaging
FINDSCAT,GALLBLADDER DISEASE RISK FACTORS FIND_SUB_CAT,Gallbladder Disease Risk Factor,,,1,,,"Gallbladder disease risk factor"
FINDSCAT,GALLBLADDER DISEASE SIGNS AND SYMPTOMS FIND_SUB_CAT,Gallbladder Disease Signs and Symptoms,,,1,,,Gallbladder disease signs and symptoms
FINDSCAT,GALLBLADDER DISEASE TREATMENT FIND_SUB_CAT,Gallbladder Disease Treatment,,,1,,,Gallbladder disease treatment
FINDSCAT,GALLBLADDER IMAGING FIND_SUB_CAT,AGB Imaging Performed,,,1,,,Acute Gallbladder: Was imaging performed?
FINDSCAT,GALLBLADDER RISK FACTORS FIND_SUB_CAT,AGB Relevant Risk/Confounding Factors,,,1,,,Acute Gallbladder: Were there any relevant risk/confounding factors identified?
FINDSCAT,GALLBLADDER SIGNS AND SYMPTOMS FIND_SUB_CAT,AGB Signs and Symptoms,,,1,,,Acute Gallbladder: Which signs/symptoms were present during the course of the event?
FINDSCAT,GALLBLADDER TREATMENT FIND_SUB_CAT,AGB Treatments Given,,,1,,,Acute Gallbladder: Was any treatment(s) given for this condition?
FINDSCAT,GALLSTONE IMAGING FIND_SUB_CAT,AGD Imaging Performed,,,1,,,"Acute Gallstone: Was imaging performed?"
FINDSCAT,GALLSTONE LABORATORY TEST FIND_SUB_CAT,AGD Laboratory Tests,,,1,,,"Acute Gallstone: Laboratory tests"
FINDSCAT,GALLSTONE RISK FACTORS FIND_SUB_CAT,AGD Relevant Risk/Confounding Factors,,,1,,,"Acute Gallstone: Were there any relevant risk/confounding factors identified?"
FINDSCAT,GALLSTONE SIGNS AND SYMPTOMS FIND_SUB_CAT,AGD Signs and Symptoms,,,1,,,"Acute Gallstone: Which signs/symptoms were present during the course of the event?"
FINDSCAT,GALLSTONE TREATMENT FIND_SUB_CAT,AGD Treatments Given,,,1,,,"Acute Gallstone: Was any treatment(s) given for this condition?"
FINDSCAT,GASTRO INTESTINAL SYMPTOMS QUESTIONNAIRE FIND_SUB_CAT,Gastro Intestinal Symptoms Questionnaire,,,70,,,"Gastro Intestinal Symptoms Questionnaire"
FINDSCAT,GENERAL FIND_SUB_CAT,General,,,71,,,"General subcategory for e.g. inclusion or exclusion criteria"
FINDSCAT,GENERAL FEELING FIND_SUB_CAT,General Feeling,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Children's Long Version Age Group II

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Children's Long Version Age Group III

General Feeling

"
FINDSCAT,GENERAL SATISFACTION FIND_SUB_CAT,General Satisfaction with the Treatment,,,106,,,General Satisfaction with the Treatment
FINDSCAT,GLOBAL HEALTH FIND_SUB_CAT,Global Health,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Global Health
"
FINDSCAT,GLOBAL JUDGMENTS FIND_SUB_CAT,Global Judgments,,,1,,,"Global Judgments subcategory for Abnormal Involuntary Movement Scale. 
(Guy W. Ed. ECDEU Assessment Manual for Psychopharmacology. Rockville MD: US Dept of Health, Education and Welfare. 1976, Publication No. (ADM) 76-338)"
FINDSCAT,HAEMATOLOGY FIND_SUB_CAT,Haematology,,,80,,,Haematology
FINDSCAT,HAEMODYNAMIC ASSESSMENT FIND_SUB_CAT,Haemodynamic Assessment,,,1,,,Haemodynamic assessment
FINDSCAT,HALLUCINATIONS FIND_SUB_CAT,Hallucinations,,,1,,,"HALLUCINATIONS subcategory for Neuropsychiatric Inventory (NPI) (copyright JL Cummings, 1994, all rights reserved; permission for commercial use required; npiTEST.net)"
FINDSCAT,HAQ FIND_SUB_CAT,Health Assessment Questionnaire,,,80,,,"CDISC code: Sponsor defined
Health Assessment Questionnaire (HAQ)"
FINDSCAT,HEART FAILURE FIND_SUB_CAT,Heart failure,,,1,,,"Sponsor-defined: Heart failure 
Adverse Event Reporting
The term is taken part of several different CDISC terms, but it does not exist as an independent term."
FINDSCAT,HEART FAILURE IMAGING FIND_SUB_CAT,HFE Imaging,,,1,,,"Was the diagnosis supported by imaging?"
FINDSCAT,HEART FAILURE SIGNS AND SYMPTOMS FIND_SUB_CAT,HFE Signs and Symptoms,,,1,,,Were any signs/symptoms present during the course of the event?
FINDSCAT,HEART FAILURE SUPPORTIVE SYMPTOMS FIND_SUB_CAT,HFE Supportive Symptoms,,,1,,,Were any of the following signs/symptoms supportive of the diagnosis?
FINDSCAT,HEPATIC EVENT ABNORMAL IMAGING FINDINGS FIND_SUB_CAT,Hepatic Event Abnormal Imaging Findings,,,1,,,"Sponsor defined: Hepatic Event Abnormal Imaging Findings"
FINDSCAT,HEPATIC EVENT ALCOHOL CONSUMPTION FIND_SUB_CAT,Hepatic Event Alcohol Consumption,,,1,,,"Hepatic Event Alcohol Consumption"
FINDSCAT,HEPATIC EVENT ASCITES FIND_SUB_CAT,Hepatic Event Ascites,,,1,,,Hepatic Event Ascites
FINDSCAT,HEPATIC EVENT CAUSE FIND_SUB_CAT,Hepatic Event Cause,,,1,,,"Hepatic Event Cause"
FINDSCAT,HEPATIC EVENT ETIOLOGY FIND_SUB_CAT,Hepatic Event Etiology,,,1,,,"Sponsor defined: Hepatic Event Etiology"
FINDSCAT,HEPATIC EVENT IMAGING FIND_SUB_CAT,Hepatic Event Imaging,,,1,,,"Hepatic Event Imaging"
FINDSCAT,HEPATIC EVENT LIVER BIOPSY FIND_SUB_CAT,Hepatic Event Liver Biopsy,,,1,,,"Sponsor defined: Hepatic Event Liver Biopsy"
FINDSCAT,HEPATIC EVENT SIGNS AND SYMPTOMS FIND_SUB_CAT,Hepatic Event Signs and Symptoms,,,1,,,Hepatic Event Signs and Symptoms
FINDSCAT,HEPATIC EVENT TREATMENT FIND_SUB_CAT,Hepatic Event Treatment,,,1,,,"Hepatic Event Treatment"
FINDSCAT,HEPATIC EVENT UNSPECIFIED TEST FIND_SUB_CAT,Hepatic Event Unspecified Test,,,1,,,"Hepatic Event Unspecified Test"
FINDSCAT,HEPATOTOXICITY EVENT FIND_SUB_CAT,Hepatotoxicity event,,,1,,,Sponsor defined: Hepatotoxicity adverse event reporting.
FINDSCAT,HISTORY FIND_SUB_CAT,History,,,1,,,"History subcategory for Michigan Neuropathy Screening Instrument (MNSI) (copyright University of Michigan, 2000, All rights reserved). Patient Version."
FINDSCAT,HOUSEHOLD TASKS FIND_SUB_CAT,Household Tasks,,,1,,,Household tasks subcategory for Hemophilia Activities List. V2.0
FINDSCAT,"HOUSEWORK, HOUSE MAINTENANCE, AND CARING FOR FAMILY FIND_SUB_CAT","Housework, House Maintenance, and Caring",,,3,,,"HOUSEWORK, HOUSE MAINTENANCE, AND CARING FOR FAMILY subcategory for International Physical Activity Questionnaire (October 2002) Long Last 7 Days Self-Administered Version"
FINDSCAT,HYPERSENSITIVITY REACTION FIND_SUB_CAT,Hypersensitivity reaction,,,1,,,"Sponsor-defined: Hypersensitivity reaction
Adverse Event Reporting"
FINDSCAT,HYPERSENSITIVITY RISK FACTORS FIND_SUB_CAT,Hypersensitivity risk factors,,,1,,,"Hypersensitivity Reaction: Were there any relevant risk/confounding factors identified?"
FINDSCAT,HYPERSENSITIVITY TREATMENT FIND_SUB_CAT,Hypersensitivity treatment,,,1,,,"Hypersensitivity Reaction: Was any treatment(s) given for this condition?"
FINDSCAT,HYPERSENSIVITY SIGNS AND SYMPTOMS FIND_SUB_CAT,Hypersensivity signs and symptoms,,,1,,,Hypersensitivity Reaction: Which signs/symptoms were present during the course of the event?
FINDSCAT,HYPERSENSIVITY UNSPECIFIED TEST FIND_SUB_CAT,Hypersensivity unspecified test,,,1,,,"Hypersensitivity Reaction: 
Relevant immunological blood tests Entry"
FINDSCAT,HYPOGLYCAEMIC IMPAIRMENT FIND_SUB_CAT,Hypoglycaemic impairment,,,83,,,"Hypoglycaemic impairment"
FINDSCAT,IDEATIONAL PRAXIS FIND_SUB_CAT,Ideational Praxis,,,1,,,Subcategory for Alzheimer's Disease Assessment Scale - Cognitive Behavior Version 13 (ADAS-Cog V13) - Ideational Praxis
FINDSCAT,IMPACT ON LIFE FIND_SUB_CAT,Impact on Life,,,1,,,Impact on Life subcategory for Patient Global Impression
FINDSCAT,INCREASED CREATINE KINASE FIND_SUB_CAT,Increased Creatine Kinase,,,1,,,"Increased Creatine Kinase"
FINDSCAT,INF FINDINGS FIND_SUB_CAT,Infusion site reac findings,,,1,,,Objective findings based on examination
FINDSCAT,INF LOCAL SYMPTOMS FIND_SUB_CAT,Local Sympt Related Infusion Site React,,,1,,,Infusion Site Reaction: Local symptoms associated with the infusion site reaction.
FINDSCAT,INF OBJECTIVE SIGNS FIND_SUB_CAT,Objective signs infusion site react,,,1,,,Infusion Site Reaction: Local objective signs based on examination.
FINDSCAT,INF RISK FACTORS FIND_SUB_CAT,Infusion site reac risks,,,1,,,Were there any relevant risk/confounding factors identified?
FINDSCAT,INF SIGNS AND SYMPTOMS FIND_SUB_CAT,Infusion site reac signs and symptoms,,,1,,,Were there any local symptoms associated with this reaction?
FINDSCAT,INF TREATMENT FIND_SUB_CAT,Infusion site reac treatment,,,1,,,Was any treatment(s) given for this condition?
FINDSCAT,INJECTION SITE REACTION FIND_SUB_CAT,Injection site reaction,,,1,,,"Sponsor-defined: Injection site reaction
Adverse Event Reporting"
FINDSCAT,INJECTIONS FIND_SUB_CAT,Injections,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Injections"
FINDSCAT,INTENSITY OF IDEATION FIND_SUB_CAT,Intensity of Ideation,,,1,,,"Intensity of ideation, Columbia-Suicide Severity Rating Scale "
FINDSCAT,INTERVIEW OF THE PATIENT FIND_SUB_CAT,Interview of the Patient,,,1,,,INTERVIEW OF THE PATIENT subcategory for DN4 (Douleur Neuropathique 4 Questions) Questionnaire. Neuropathic pain screening tool. 2005. Bouhassira D. All rights reserved.
FINDSCAT,IRRITABILITY/LABILITY FIND_SUB_CAT,Irritability/Lability,,,1,,,"IRRITABILITY/LABILITY subcategory for Neuropsychiatric Inventory (NPI) (copyright JL Cummings, 1994, all rights reserved; permission for commercial use required; npiTEST.net)"
FINDSCAT,ISR FINDINGS FIND_SUB_CAT,ISR Obj findings Based on Examination,,,1,,,"Injection site reactions: Objective findings based on examination"
FINDSCAT,ISR LOCAL SIGNS FIND_SUB_CAT,Local Signs,,,1,,,Were there any local objective signs associated with the injection site reaction?
FINDSCAT,ISR LOCAL SYMPTOMS FIND_SUB_CAT,Local Symptoms,,,1,,,Were there any local symptoms associated with the injection site reaction?
FINDSCAT,ISR RISK FACTORS FIND_SUB_CAT,ISR Relevant Risk/Confounding Factors,,,1,,,"Injection site reactions: Were there any relevant risk/confounding factors identified?"
FINDSCAT,ISR SIGNS AND SYMPTOMS FIND_SUB_CAT,ISR Signs and Symptoms,,,1,,,"Injection site reactions:Were there any local symptoms associated with the reaction?"
FINDSCAT,ISR TREATMENT FIND_SUB_CAT,ISR Treatments Given,,,1,,,"Injection site reactions: Was any treatment(s) given for this condition?"
FINDSCAT,ITSQ FIND_SUB_CAT,Insulin Treatment Satisfaction Questionn,,,97,,,Insulin Treatment Satisfaction Questionnaire (ITSQ)
FINDSCAT,IWQOL FIND_SUB_CAT,Impact of Weight on Quality of Life,,,98,,,Impact of Weight on Quality of Life (IWQOL)
FINDSCAT,International Physical Activity Questionnaire (IPAQ) FIND_SUB_CAT,International Physical Activity Question,,,90,,,International Physical Activity Questionnaire (IPAQ)
FINDSCAT,JOB-RELATED PHYSICAL ACTIVITY FIND_SUB_CAT,Job-Related Physical Activity,,,1,,,JOB-RELATED subcategory for International Physical Activity Questionnaire (October 2002) Long Last 7 Days Self-Administered Version
FINDSCAT,JOINT PAIN FIND_SUB_CAT,Joint Pain,,,1,,,Patient Global Impression of Change (PGIC) ? Joint Pain v1.0 ? 14 Jan 2020 (Novo Nordisk A/S)
FINDSCAT,KAROLINSKA SLEEPINESS SCALE FIND_SUB_CAT,Karolinska Sleepiness Scale,,,241,,,Karolinska Sleepiness Scale
FINDSCAT,KNEE PAIN FIND_SUB_CAT,Knee Pain,,,1,,,Knee Pain subcategory for Patient Global Impression
FINDSCAT,LABORATORY FIND_SUB_CAT,LAB,,,112,,,"LAB subcategory for e.g. inclusion or exclusion criteria"
FINDSCAT,LACTIC ACIDOSIS SYMPTOMS AND SIGNS FIND_SUB_CAT,Lactic acidosis symptoms and signs,,,1,,,"Sponsor defined: Lactic acidosis signs and symptoms"
FINDSCAT,LANGUAGE FIND_SUB_CAT,Language,,,1,,,Subcategory for Montreal Cognitive Assessment (MoCA) with individual items.
FINDSCAT,LEGS FIND_SUB_CAT,Legs,,,1,,,"Legs subcategory for Pediatric Hemophilia Activities List Parents' version.
An activities questionnaire for children and teenagers aged 4-17 with haemophilia V0.12"
FINDSCAT,LEISURE ACTIVITIES AND SPORTS FIND_SUB_CAT,Leisure Activities and Sports,,,1,,,Leisure activities and sports subcategory for Hemophilia Activities List. V2.0
FINDSCAT,LYING DOWN/SITTING/KNEELING/STANDING FIND_SUB_CAT,Lying Down/Sitting/Kneeling/Standing,,,1,,,Lying down/sitting/kneeling/standing subcategory for Hemophilia Activities List. V2.0
FINDSCAT,MALIGNANT NEOPLASM DRUG EXPOSURE FIND_SUB_CAT,Malignant Neoplasm Drug Exposure,,,1,,,"Malignant Neoplasm Drug Exposure"
FINDSCAT,MALIGNANT NEOPLASM IMAGING FIND_SUB_CAT,Malignant Neoplasm Imaging,,,1,,,"Malignant Neoplasm Imaging"
FINDSCAT,MALIGNANT NEOPLASM INVESTIGATION FIND_SUB_CAT,Malignant Neoplasm Investigation,,,1,,,Malignant Neoplasm Investigation
FINDSCAT,MALIGNANT NEOPLASM PATHOLOGIC EXAMINATION FIND_SUB_CAT,Malignant Neoplasm Pathologic Examinatio,,,1,,,"Malignant Neoplasm Pathologic Examination"
FINDSCAT,MALIGNANT NEOPLASM PRIOR SCREENING FIND_SUB_CAT,Malignant Neoplasm Prior Screening,,,1,,,"Malignant Neoplasm Prior Screening"
FINDSCAT,MALIGNANT NEOPLASM RISK FACTORS FIND_SUB_CAT,Malignant Neoplasm Risk Factors,,,1,,,"Malignant Neoplasm Risk Factors"
FINDSCAT,MALIGNANT NEOPLASM SIGNS AND SYMPTOMS FIND_SUB_CAT,Malignant Neoplasm Signs And Symptoms,,,1,,,Malignant Neoplasm Signs And Symptoms
FINDSCAT,MALIGNANT NEOPLASM TREATMENT FIND_SUB_CAT,Malignant Neoplasm Treatment,,,1,,,"Malignant Neoplasm Treatment"
FINDSCAT,MAXIMUM WEIGHT FIND_SUB_CAT,Maximum Weight,,,1,,,Maximum weight sub category for the Weight history project standard
FINDSCAT,MCS FIND_SUB_CAT,Medication Compliance Scale,,,113,,,Medication Compliance Scale
FINDSCAT,MEAL-TIME INSULIN BOLUS  FIND_SUB_CAT,Meal-time insulin bolus,,,110,,,"Meal-time insulin bolus questionnaire"
FINDSCAT,MEASURES TAKEN FOR GLYCAEMIC CONTROL FIND_SUB_CAT,Measures Taken for Glyacaemic Control,,,1,,,"Measures Taken for Glycaemic Control"
FINDSCAT,METHODS FOR WEIGHT LOSS FIND_SUB_CAT,Methods for Weight Loss,,,2,,,Methods for weight loss sub category for the Weight history project standard
FINDSCAT,MUSCLE WEAKNESS FIND_SUB_CAT,Muscle Weakness,,,2,,,"Muscle Weakness subcategory for Clinical Neuropathy Assessment. Neuropathy Impairment Score (NIS). Dyck et al: Ann Neurol 8:590-596, 1980; Revised, Neurol 41:799-807, 1991 and Neurol 45:1115-1121, 1995"
FINDSCAT,MYOCARDIAL INFLAMMATION DIAGNOSIS FIND_SUB_CAT,Myocardial Inflammation Diagnosis,,,1,,,Myocardial Inflammation Diagnosis
FINDSCAT,NAMING FIND_SUB_CAT,Naming,,,1,,,"Naming subcategory for Mini-Mental State Examination (MMSE) (MMSE Copyright 1975, 1998, 2001 by MiniMental, LLC All rights reserved. Published 2001 by Psychological Assessment Resources, Inc. May not be reproduced in whole or in part in any form or by any means without written permission of Psychological Assessment Resources, Inc.).

Also used as subcategory for Montreal Cognitive Assessment (MoCA) with individual items."
FINDSCAT,NAMING OBJECTS/FINGERS FIND_SUB_CAT,Naming Objects/Fingers,,,1,,,Subcategory for Alzheimer's Disease Assessment Scale - Cognitive Behavior Version 13 (ADAS-Cog V13) - Naming Objects/Fingers
FINDSCAT,NAUSEA QUESTIONNAIRE FIND_SUB_CAT,Nausea Questionnaire,,,1,,,Nausea Questionnaire
FINDSCAT,NEOPLASM FIND_SUB_CAT,Neoplasm,,,1,,,"Sponsor-defined: Neoplasm 
Adverse Event Reporting
CDISC: C88025 - as a codelist
CDISC code: C88025
CDISC submission value: NEOPLASM
CDISC synonym(s): Neoplasm Type
CDISC definition: The terminology that includes concepts relevant to benign or malignant tissue growth.
NCI preferred term: CDISC SEND Tumor Findings Results Terminology"
FINDSCAT,NEOPLASM DRUG EXPOSURE FIND_SUB_CAT,NEO Drug Exposure,,,1,,,"Neoplasm: Number of years of exposure to [drug class] prior to trial start?"
FINDSCAT,NEOPLASM IMAGING FIND_SUB_CAT,NEO Imaging Performed,,,1,,,"Neoplasm: Was diagnostic imaging performed?"
FINDSCAT,NEOPLASM INVESTIGATION FIND_SUB_CAT,NEO Investigation,,,1,,,"What led to investigation of the event?"
FINDSCAT,NEOPLASM PATHOLOGIC EXAMINATION FIND_SUB_CAT,NEO Pathologic Examination Performed,,,1,,,Neoplasm: Was a pathologic examination performed?
FINDSCAT,NEOPLASM PRIOR SCREENING FIND_SUB_CAT,NEO Screen Procedures prior Event and IP,,,1,,,"Neoplasm: Has the subject undergone screening procedures for this type of event prior to administration of trial product?"
FINDSCAT,NEOPLASM RISK FACTORS FIND_SUB_CAT,NEO Relevant Risk/Confounding Factors,,,1,,,"Neoplasm: Were there any relevant risk/confounding factors identified?"
FINDSCAT,NEOPLASM SIGNS AND SYMPTOMS FIND_SUB_CAT,NEO Signs and Symptoms,,,1,,,"Neoplasm: Were symptoms/signs (including test results) suggestive of this neoplasm present prior to administration of trial product?"
FINDSCAT,NEOPLASM TREATMENT FIND_SUB_CAT,NEO Treatments Given,,,1,,,"Neoplasm: Was any treatment(s) given for this condition?"
FINDSCAT,NEOPLASM UNSPECIFIED TEST FIND_SUB_CAT,NEO Unspecified Tests,,,1,,,"Neoplasm: Relevant Laboratory tests performed to confirm the event and/or outcome"
FINDSCAT,NUMBER CANCELLATION FIND_SUB_CAT,Number Cancellation,,,1,,,Subcategory for Alzheimer's Disease Assessment Scale - Cognitive Behavior Version 13 (ADAS-Cog V13) - Number Cancellation
FINDSCAT,NURSERY SCHOOL OR KINDERGARTEN FIND_SUB_CAT,Nursery School/Kindergarten,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).

Nursery School/Kindergarten"
FINDSCAT,OGTT FIND_SUB_CAT,OGTT,,,262,,,Assessments related to Oral Glucose Tolerance Test
FINDSCAT,OPEN QUESTIONS FIND_SUB_CAT,Open Questions,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Open Questions"
FINDSCAT,ORIENTATION FIND_SUB_CAT,Orientation,,,1,,,Subcategory for Montreal Cognitive Assessment (MoCA) with individual items.
FINDSCAT,ORIENTATION TO PLACE FIND_SUB_CAT,Orientation to Place,,,1,,,"Orientation to place subcategory for Mini-Mental State Examination (MMSE) (MMSE Copyright 1975, 1998, 2001 by MiniMental, LLC All rights reserved. Published 2001 by Psychological Assessment Resources, Inc. May not be reproduced in whole or in part in any form or by any means without written permission of Psychological Assessment Resources, Inc.)."
FINDSCAT,ORIENTATION TO TIME FIND_SUB_CAT,Orientation to Time,,,1,,,"Orientation to time subcategory for Mini-Mental State Examination (MMSE) (MMSE Copyright 1975, 1998, 2001 by MiniMental, LLC All rights reserved. Published 2001 by Psychological Assessment Resources, Inc. May not be reproduced in whole or in part in any form or by any means without written permission of Psychological Assessment Resources, Inc.)."
FINDSCAT,OTHER PD ASSESSMENTS FIND_SUB_CAT,Other PD assessments,,,115,,,"Other PD assessments"
FINDSCAT,OTHER PERSONS FIND_SUB_CAT,Other Persons,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group I (4-7 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Other Persons"
FINDSCAT,OTHER PK ASSESSMENTS FIND_SUB_CAT,Other PK assessments,,,115,,,"Other PK assessments"
FINDSCAT,PAIN FIND_SUB_CAT,Pain,,,116,,,"Visual Analogue Scale (VAS) - Pain"
FINDSCAT,PANCREATITIS FIND_SUB_CAT,Pancreatitis,,,1,,,"Sponsor-defined: Pancreatitis 
Adverse Event Reporting
"
FINDSCAT,PANCREATITIS COMPLICATIONS FIND_SUB_CAT,PAN Complications during the Event,,,1,,,"Pancreatitis: Were any acute complications present during the course of the event?"
FINDSCAT,PANCREATITIS HISTORY COMPLICATIONS FIND_SUB_CAT,Pancreatitis History Complications,,,1,,,"Pancreatitis History Complications"
FINDSCAT,PANCREATITIS HISTORY DIAGNOSIS FIND_SUB_CAT,Pancreatitis History Diagnosis,,,1,,,Pancreatitis History Diagnosis
FINDSCAT,PANCREATITIS HISTORY PRIMARY AETIOLOGY FIND_SUB_CAT,Pancreatitis History Primary Aetiology,,,1,,,"Pancreatitis History Primary Aetiology"
FINDSCAT,PANCREATITIS IMAGING FIND_SUB_CAT,PAN Imaging Performed,,,1,,,"Pancreatitis: Was imaging performed?"
FINDSCAT,PANCREATITIS IMAGING ACUTE FIND_SUB_CAT,"PAN Imaging Performed, Acute",,,1,,,Pancreatitis: Was imaging performed? - Acute
FINDSCAT,PANCREATITIS IMAGING CHRONIC FIND_SUB_CAT,"PAN Imaging Performed, Chronic",,,1,,,"Pancreatitis: Was imaging performed? - Chronic"
FINDSCAT,PANCREATITIS LABORATORY TEST FIND_SUB_CAT,PAN Laboratory Tests,,,1,,,"Pancreatitis: Laboratory Tests"
FINDSCAT,PANCREATITIS RISK FACTORS FIND_SUB_CAT,PAN Relevant Risk/Confounding Factors,,,1,,,"Pancreatitis: Were there any relevant risk/confounding factors identified?"
FINDSCAT,PANCREATITIS SIGNS AND SYMPTOMS FIND_SUB_CAT,PAN Signs and Symptoms,,,1,,,"Pancreatitis:Were other signs/symptoms present during the course of the event?"
FINDSCAT,PART I: NON-MOTOR ASPECTS OF EXPERIENCES OF DAILY LIVING (NM-EDL) FIND_SUB_CAT,Part I: Non-Motor Experience Daily Livin,,,1,,,Part I: Non-Motor Aspects of Experiences of Daily Living (nM-EDL) subcategory for The Movement Disorder Society (MDS)-sponsored Revision of the Unified Parkinson's Disease Rating Scale (UPDRS)
FINDSCAT,PART II: MOTOR ASPECTS OF EXPERIENCES OF DAILY LIVING (M-EDL) FIND_SUB_CAT,Part II: Motor Experience of Daily Livin,,,2,,,Part II: Motor Aspects of Experiences of Daily Living (M-EDL) subcategory for The Movement Disorder Society (MDS)-sponsored Revision of the Unified Parkinson's Disease Rating Scale (UPDRS)
FINDSCAT,PART III: MOTOR EXAMINATION FIND_SUB_CAT,Part III: Motor Examination,,,3,,,Part III: Motor Examination subcategory for The Movement Disorder Society (MDS)-sponsored Revision of the Unified Parkinson's Disease Rating Scale (UPDRS)
FINDSCAT,PART IV: MOTOR COMPLICATIONS FIND_SUB_CAT,Part IV: Motor Complications,,,4,,,Part IV: Motor Complications subcategory for The Movement Disorder Society (MDS)-sponsored Revision of the Unified Parkinson's Disease Rating Scale (UPDRS)
FINDSCAT,PARTNERSHIP AND SEXUALITY FIND_SUB_CAT,Partnership and Sexuality,,,1,,,"Hemophilia Quality of Life Questionnaire Adult Version (Haem-A-QoL)

Partnership And Sexuality"
FINDSCAT,PATIENT HEALTH CARE RESOURCE UTILISATION FIND_SUB_CAT,Patient Health Care Resource Utilisation,,,6,,,Patient Health Care Resource Utilisation subcategory for the Resource Utilisation in Dementia Questionnaire
FINDSCAT,PATIENT LIVING ACCOMMODATION FIND_SUB_CAT,Patient Living Accommodation,,,5,,,Patient Living Accommodation subcategory for the Resource Utilisation in Dementia Questionnaire
FINDSCAT,PD AFTER MULTIPLE DOSE FIND_SUB_CAT,PD after multiple dose,,,116,,,"PD after multiple dose"
FINDSCAT,PD AFTER SINGLE DOSE FIND_SUB_CAT,PD after single dose,,,116,,,"PD after single dose"
FINDSCAT,PERCEIVED SUPPORT FIND_SUB_CAT,Perceived Support,,,1,,,"Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group II (8-12 years).

Hemophilia Quality of Life (HAEMO-QOL) Questionnaire Parent's Long Version Age Group III (13-16 years).

Perceived Support"
FINDSCAT,PG LEVEL NADIR FIND_SUB_CAT,PG Level Nadir,,,1,,,PG Level Nadir
FINDSCAT,PHARMACOSCINTIGRAPHY FIND_SUB_CAT,Pharmacoscintigraphy,,,116,,,"It is a technique, that provides information on the deposition, dispersion and movement of a formulation combined with PK assessments to provide information concerning the sites of release and absorption."
FINDSCAT,PHQ-9 FIND_SUB_CAT,Patient Health Questionnaire - 9,,,116,,,"Patient Health Questionnaire - 9"
